id,time,lon,lat,GPS_Alt,roll,pitch,yaw,RTK
DSC00228,2022/8/6 5:09,120.0721194,29.0331189,828.7,4,-3.1,172.8,2
DSC00229,2022/8/6 5:09,120.0721607,29.0324617,828.9,-0.1,-3.9,174.3,2
DSC00230,2022/8/6 5:09,120.0722034,29.0318264,828.6,1.7,-2.5,171.6,2
DSC00231,2022/8/6 5:09,120.0722547,29.0312106,827.6,1.5,-1.7,173.2,2
DSC00232,2022/8/6 5:09,120.072301,29.0305913,827,3.9,0.7,176.3,2
DSC00233,2022/8/6 5:09,120.0723405,29.0299397,826.8,1.1,0.1,169.3,2
DSC00234,2022/8/6 5:09,120.0724108,29.0292764,826.6,2.8,0.6,169.7,2
DSC00235,2022/8/6 5:09,120.0724797,29.0286096,826.7,1.4,0.9,168,2
DSC00236,2022/8/6 5:09,120.0725584,29.0279503,827.7,6.4,-1.6,168.8,2
DSC00237,2022/8/6 5:09,120.0726032,29.027272,829.5,-1,-5,171.5,2
DSC00238,2022/8/6 5:09,120.0726659,29.0265906,830.9,-28.5,-5.6,-179.4,2
DSC00239,2022/8/6 5:09,120.073041,29.0259596,828.6,-29.8,-3.1,131.7,2
DSC00240,2022/8/6 5:09,120.0737709,29.0256963,828.6,-25.5,-5.7,88.1,2
DSC00241,2022/8/6 5:09,120.0745543,29.0258207,828.8,-26.1,-2.8,72.4,2
DSC00242,2022/8/6 5:09,120.0751748,29.0262602,828.9,-27.5,-5.8,34.7,2
DSC00243,2022/8/6 5:09,120.0753826,29.026946,829,-12.7,-4.9,-12.2,2
DSC00244,2022/8/6 5:10,120.0753057,29.0276079,829.1,1.4,-1.9,-20.1,2
DSC00245,2022/8/6 5:10,120.0752203,29.0282372,828.9,2.5,-3.5,-16.5,2
DSC00246,2022/8/6 5:10,120.0751536,29.028846,828.3,2.3,-2,-15.9,2
DSC00247,2022/8/6 5:10,120.0750925,29.0294282,827.8,4.4,-1.9,-19.3,2
DSC00248,2022/8/6 5:10,120.0750339,29.0300426,827.8,4.1,-1.5,-13.5,2
DSC00249,2022/8/6 5:10,120.0749987,29.0306719,827.6,-3.3,0,-14.4,2
DSC00250,2022/8/6 5:10,120.0749314,29.0312863,825.8,5.8,1.8,-17.3,2
DSC00251,2022/8/6 5:10,120.0748801,29.0319183,826.6,0.2,0.9,-12.8,2
DSC00252,2022/8/6 5:10,120.0748514,29.0325548,827.6,0.8,-1.6,-5.4,2
DSC00253,2022/8/6 5:10,120.0748183,29.0332056,828.2,2.8,-2.3,-11.5,2
DSC00254,2022/8/6 5:10,120.0747643,29.03385,828.3,5.3,-2.8,-8.5,2
DSC00255,2022/8/6 5:10,120.0747237,29.0345023,828,3.7,-2.2,-14.6,2
DSC00256,2022/8/6 5:10,120.0746774,29.0351761,828,2.5,-2,-8.2,2
DSC00257,2022/8/6 5:10,120.0746365,29.0358266,827.1,0.8,0.4,-10.1,2
DSC00258,2022/8/6 5:10,120.0745814,29.0364556,826.4,4.6,0.7,-11.8,2
DSC00259,2022/8/6 5:10,120.0745271,29.0370889,826.7,4.4,0,-10.5,2
DSC00260,2022/8/6 5:10,120.0744835,29.0377252,826,5.7,0.7,-12.4,2
DSC00261,2022/8/6 5:10,120.0744417,29.038384,826.5,3.2,-0.3,-13.3,2
DSC00262,2022/8/6 5:10,120.0744005,29.0390511,827.3,1.4,-1.3,-14,2
DSC00263,2022/8/6 5:10,120.0743475,29.0397248,827.5,5.1,-2.4,-17.1,2
DSC00264,2022/8/6 5:11,120.0743023,29.0404235,828.2,3.2,-2.4,-13,2
DSC00265,2022/8/6 5:11,120.0742693,29.0411024,827.1,0.1,0.9,-11.6,2
DSC00266,2022/8/6 5:11,120.0742295,29.0417579,826,3.2,2.5,-12.2,2
DSC00267,2022/8/6 5:11,120.0741883,29.0423915,825.9,0.6,1.8,-16.8,2
DSC00268,2022/8/6 5:11,120.0741256,29.043025,826.6,2.7,0.9,-17.1,2
DSC00269,2022/8/6 5:11,120.0740632,29.0436783,827.2,5.5,-0.7,-17.5,2
DSC00270,2022/8/6 5:11,120.0740123,29.0443525,828.1,3,-1.8,-16.8,2
DSC00271,2022/8/6 5:11,120.0739669,29.0450451,827.9,1.5,-0.6,-16,2
DSC00272,2022/8/6 5:11,120.0739225,29.0457324,827.6,3.2,-1.2,-15.9,2
DSC00273,2022/8/6 5:11,120.0738762,29.0464167,828,3,-1.7,-14.7,2
DSC00274,2022/8/6 5:11,120.0738381,29.047091,827.8,1.6,-1.5,-14.2,2
DSC00275,2022/8/6 5:11,120.0737931,29.0477511,827.3,2,-0.9,-15.9,2
DSC00276,2022/8/6 5:11,120.0737462,29.0483866,826.8,3.5,0.8,-16.8,2
DSC00277,2022/8/6 5:11,120.0737034,29.0490197,826,0.8,2.1,-15.7,2
DSC00278,2022/8/6 5:11,120.0736516,29.0496716,826.7,3.6,0,-15.1,2
DSC00279,2022/8/6 5:11,120.0736031,29.0503291,827.4,2.3,-0.3,-13.3,2
DSC00280,2022/8/6 5:11,120.0735593,29.0509711,827.3,3,-0.1,-12.7,2
DSC00281,2022/8/6 5:11,120.0735082,29.0516112,827.6,2.5,0.1,-14.6,2
DSC00282,2022/8/6 5:11,120.0734573,29.052229,826.5,4,2.3,-12.4,2
DSC00283,2022/8/6 5:11,120.0734157,29.0528505,826.2,2.5,1.2,-11.6,2
DSC00284,2022/8/6 5:12,120.0733748,29.0534566,826.7,1.6,0.9,-11.7,2
DSC00285,2022/8/6 5:12,120.0733331,29.0540714,826.4,3,2.2,-16,2
DSC00286,2022/8/6 5:12,120.0732839,29.0546854,826.7,3.2,1.6,-12.4,2
DSC00287,2022/8/6 5:12,120.073237,29.055287,826.4,4.4,2,-11.9,2
DSC00288,2022/8/6 5:12,120.0731929,29.0558945,827.2,2.6,0.8,-13.4,2
DSC00289,2022/8/6 5:12,120.0731472,29.0565141,827.7,3.5,-0.1,-11.7,2
DSC00290,2022/8/6 5:12,120.0731053,29.0571413,827.2,2.9,1.9,-11.2,2
DSC00291,2022/8/6 5:12,120.0730595,29.0577736,827,5.3,1.3,-14,2
DSC00292,2022/8/6 5:12,120.0730106,29.0584148,827,2.4,1.4,-13.2,2
DSC00293,2022/8/6 5:12,120.0729658,29.0590455,826.8,3.6,2.3,-11.8,2
DSC00294,2022/8/6 5:20,120.0722538,29.0716339,827.2,2.9,-0.4,-16.2,2
DSC00295,2022/8/6 5:20,120.0721209,29.0722584,826.7,30.9,1.6,-14.5,2
DSC00296,2022/8/6 5:20,120.0723095,29.072877,825.8,30.2,1.5,29.4,2
DSC00297,2022/8/6 5:20,120.0728876,29.0732967,825.8,27.5,2.5,64.6,2
DSC00298,2022/8/6 5:20,120.073612,29.0734107,825.6,22.7,4.8,85.7,2
DSC00299,2022/8/6 5:20,120.0743642,29.0732468,824.7,30.7,4,118.4,2
DSC00300,2022/8/6 5:20,120.074892,29.0727322,825.2,29.1,3.1,154.5,2
DSC00301,2022/8/6 5:20,120.0750084,29.0720924,825.5,11.5,3.3,-170.5,2
DSC00302,2022/8/6 5:21,120.0749061,29.0714572,827,-5.4,2.3,-172,2
DSC00303,2022/8/6 5:21,120.0748763,29.0708085,827.8,-1.3,0.5,173.3,2
DSC00304,2022/8/6 5:21,120.0749133,29.0701521,829.1,1.9,-0.9,172.8,2
DSC00305,2022/8/6 5:21,120.0749652,29.0694707,829,3.5,-1,165.1,2
DSC00306,2022/8/6 5:21,120.0750204,29.0687846,828.5,4,-0.8,171.2,2
DSC00307,2022/8/6 5:21,120.0750592,29.0681019,828.5,-0.2,-1.9,171,2
DSC00308,2022/8/6 5:21,120.0751136,29.0674063,828,3.1,0,169.1,2
DSC00309,2022/8/6 5:21,120.0751687,29.0666984,828.2,3.9,-1.2,171.1,2
DSC00310,2022/8/6 5:21,120.0752106,29.0659999,828.5,2.5,-1.4,173.6,2
DSC00311,2022/8/6 5:21,120.0752552,29.0653201,827.7,3.4,0.1,172.6,2
DSC00312,2022/8/6 5:21,120.0752964,29.0646415,827.5,2.4,0.3,174.4,2
DSC00313,2022/8/6 5:21,120.0753398,29.0639558,827.3,3.4,0,173.6,2
DSC00314,2022/8/6 5:21,120.0753888,29.0632497,827.4,1.8,0.8,172.2,2
DSC00315,2022/8/6 5:21,120.0754431,29.0625529,826.6,4.3,3.1,173.2,2
DSC00316,2022/8/6 5:21,120.0754827,29.0618801,826.8,1.5,1.1,175.1,2
DSC00317,2022/8/6 5:21,120.0755342,29.0612042,828.6,5.3,-3,175.5,2
DSC00318,2022/8/6 5:21,120.0755831,29.0605152,830,3.6,-5.7,174,2
DSC00319,2022/8/6 5:21,120.0756289,29.0598313,829.9,3.1,-4.8,174.5,2
DSC00320,2022/8/6 5:21,120.0756761,29.0591571,828.6,2.2,-1,176.3,2
DSC00321,2022/8/6 5:21,120.0757192,29.0584801,827.1,2.8,0.4,176.2,2
DSC00322,2022/8/6 5:22,120.0757534,29.057793,827,2.1,0.3,173.8,2
DSC00323,2022/8/6 5:22,120.0757972,29.0571045,827,2,0.4,173.2,2
DSC00324,2022/8/6 5:22,120.0758487,29.0564197,827.2,3.6,0.1,172.7,2
DSC00325,2022/8/6 5:22,120.0758989,29.0557413,827.1,3.9,0.5,173.8,2
DSC00326,2022/8/6 5:22,120.0759405,29.0550733,826.9,2,0.7,173.5,2
DSC00327,2022/8/6 5:22,120.0759884,29.0544121,826.9,3.3,0.9,173.9,2
DSC00328,2022/8/6 5:22,120.0760375,29.0537682,826.5,2.7,1.8,174.5,2
DSC00329,2022/8/6 5:22,120.0760861,29.0531202,826.7,4.6,0.5,173.9,2
DSC00330,2022/8/6 5:22,120.0761279,29.0524542,827.4,1.9,-0.3,174.1,2
DSC00331,2022/8/6 5:22,120.0761764,29.0517942,827.9,3.8,-1,171.5,2
DSC00332,2022/8/6 5:22,120.0762216,29.0511291,828.3,2.3,-0.8,172.7,2
DSC00333,2022/8/6 5:22,120.0762686,29.0504687,827.8,1.3,0,174.6,2
DSC00334,2022/8/6 5:22,120.0763165,29.0498211,827.2,3.2,0.7,174.9,2
DSC00335,2022/8/6 5:22,120.0763551,29.0491773,827.1,3.1,0.4,174.8,2
DSC00336,2022/8/6 5:22,120.0763963,29.0485306,827.6,2.4,-0.1,174.4,2
DSC00337,2022/8/6 5:22,120.0764417,29.0478862,827.5,2.4,-0.4,175.8,2
DSC00338,2022/8/6 5:22,120.076488,29.0472365,827.8,3.4,-0.6,174.5,2
DSC00339,2022/8/6 5:22,120.0765336,29.0465939,827.7,3.1,-0.1,174.2,2
DSC00340,2022/8/6 5:22,120.0765816,29.0459621,827.8,3,-1,173.6,2
DSC00341,2022/8/6 5:22,120.0766324,29.0453306,827.9,4.3,-0.9,173.9,2
DSC00342,2022/8/6 5:23,120.0766748,29.0447059,827.8,0.9,-0.7,174.8,2
DSC00343,2022/8/6 5:23,120.0767224,29.044081,827.5,4.2,0,174.4,2
DSC00344,2022/8/6 5:23,120.0767508,29.0434625,827.6,0.4,-1.5,175.1,2
DSC00345,2022/8/6 5:23,120.076794,29.0428194,827.3,2.9,0.6,174.1,2
DSC00346,2022/8/6 5:23,120.0768448,29.0421758,826.9,3.2,0.8,174.2,2
DSC00347,2022/8/6 5:23,120.0768901,29.0415302,826.5,2.6,2.7,173.9,2
DSC00348,2022/8/6 5:23,120.0769339,29.0409032,826.1,3.2,3.1,173.4,2
DSC00349,2022/8/6 5:23,120.0769757,29.0403034,826,3.2,3.3,173,2
DSC00350,2022/8/6 5:23,120.0770184,29.039698,826.4,2.9,2.1,171.4,2
DSC00351,2022/8/6 5:23,120.0770657,29.0390882,827.2,1.4,0.9,173.7,2
DSC00352,2022/8/6 5:23,120.0771121,29.0384637,827.3,3.8,0.5,173.5,2
DSC00353,2022/8/6 5:23,120.077149,29.0378206,827.6,2.9,1.1,177.3,2
DSC00354,2022/8/6 5:23,120.077183,29.0371767,826.9,3,1.9,172.7,2
DSC00355,2022/8/6 5:23,120.0772212,29.036522,827.6,2,0,171.9,2
DSC00356,2022/8/6 5:23,120.0772702,29.0358552,828,2.8,-0.6,171.8,2
DSC00357,2022/8/6 5:23,120.0773208,29.0351834,828.4,2.8,-1.7,172.5,2
DSC00358,2022/8/6 5:23,120.0773685,29.0345069,828.6,2.5,-2.1,170.9,2
DSC00359,2022/8/6 5:23,120.0774182,29.0338228,828.2,4.3,-0.7,169.8,2
DSC00360,2022/8/6 5:23,120.0774598,29.0331747,827,3.1,3.1,174.8,2
DSC00361,2022/8/6 5:23,120.0774945,29.0325802,825.6,3.6,3.1,175.2,2
DSC00362,2022/8/6 5:24,120.0775218,29.031989,825.6,-0.4,4.1,167.7,2
DSC00363,2022/8/6 5:24,120.0775813,29.0313934,825.9,3.7,4,171.7,2
DSC00364,2022/8/6 5:24,120.0776237,29.0308013,825.4,4.8,5.4,171.7,2
DSC00365,2022/8/6 5:24,120.0776582,29.030203,825.3,1.8,3.7,170.7,2
DSC00366,2022/8/6 5:24,120.0777147,29.0295711,827.3,6.4,0.3,166.4,2
DSC00367,2022/8/6 5:24,120.077759,29.0289287,828.3,4.4,0,167.3,2
DSC00368,2022/8/6 5:24,120.077811,29.0282787,827.9,6.6,1.5,167.7,2
DSC00369,2022/8/6 5:24,120.0778451,29.027641,828.3,1.6,-0.5,167.9,2
DSC00370,2022/8/6 5:24,120.0779696,29.0270318,827.6,-30.6,-1.4,149.5,2
DSC00371,2022/8/6 5:24,120.0784946,29.0266046,827.3,-23.2,-2.4,103.5,2
DSC00372,2022/8/6 5:24,120.0792186,29.0265061,828.6,0.2,-1.8,87.9,2
DSC00373,2022/8/6 5:24,120.0799551,29.0265413,828.7,-28.4,-0.7,76.2,2
DSC00374,2022/8/6 5:24,120.0805192,29.026915,826.6,-27.5,1.9,26.2,2
DSC00375,2022/8/6 5:24,120.080684,29.027537,826.4,-8.9,3.6,-9.2,2
DSC00376,2022/8/6 5:24,120.0806238,29.0281998,827.4,4.1,0.1,-8.7,2
DSC00377,2022/8/6 5:24,120.0805496,29.0289209,829.2,-0.1,-2.4,-11.9,2
DSC00378,2022/8/6 5:24,120.080466,29.0296227,829.6,4.2,-2.3,-9.5,2
DSC00379,2022/8/6 5:24,120.0804159,29.0302925,828.9,3,-1.7,-10.1,2
DSC00380,2022/8/6 5:24,120.0803705,29.0309636,828.7,3.4,-1.5,-9.7,2
DSC00381,2022/8/6 5:24,120.0803276,29.0316341,828.5,4.3,-0.2,-11.3,2
DSC00382,2022/8/6 5:25,120.0802886,29.0322903,826.7,2.1,3.5,-13.1,2
DSC00383,2022/8/6 5:25,120.0802351,29.0329462,826.2,4.7,3.1,-12.2,2
DSC00384,2022/8/6 5:25,120.0801863,29.0336087,825.7,6,4.1,-8.7,2
DSC00385,2022/8/6 5:25,120.0801586,29.0342852,828.6,1.6,-2.3,-9.2,2
DSC00386,2022/8/6 5:25,120.0801137,29.0349431,829.1,3.4,-1.3,-9.7,2
DSC00387,2022/8/6 5:25,120.0800665,29.035575,827.8,2.2,0.6,-10.6,2
DSC00388,2022/8/6 5:25,120.0800131,29.0362057,827.1,4,1.3,-8.6,2
DSC00389,2022/8/6 5:25,120.079965,29.0368478,827.1,2,-0.6,-1.8,2
DSC00390,2022/8/6 5:25,120.0799332,29.0375202,830.7,-0.2,-5.7,-12.3,2
DSC00391,2022/8/6 5:25,120.0798566,29.0382036,830.4,4.4,-0.9,-19.9,2
DSC00392,2022/8/6 5:25,120.0798076,29.0388548,827.6,3.4,2,-7.7,2
DSC00393,2022/8/6 5:25,120.0797869,29.0394837,826.5,0.5,2.5,-8.4,2
DSC00394,2022/8/6 5:25,120.0797466,29.0401297,827.2,2.7,0.1,-10.4,2
DSC00395,2022/8/6 5:25,120.0796927,29.0408019,827.2,3.9,0.9,-7.2,2
DSC00396,2022/8/6 5:25,120.0796402,29.0414834,827.3,4,2,-8.2,2
DSC00397,2022/8/6 5:25,120.0796006,29.0421732,827.1,2.3,2.2,-9.3,2
DSC00398,2022/8/6 5:25,120.0795576,29.0428582,827.5,2.5,0.7,-12,2
DSC00399,2022/8/6 5:25,120.0795053,29.0435378,827.5,3.6,0.9,-11.7,2
DSC00400,2022/8/6 5:25,120.0794579,29.0442181,827.9,1.5,-0.1,-11.3,2
DSC00401,2022/8/6 5:25,120.0794108,29.044893,828.5,1.1,-1.5,-12.1,2
DSC00402,2022/8/6 5:26,120.0793598,29.0455693,828.4,3.2,-0.5,-13.2,2
DSC00403,2022/8/6 5:26,120.079316,29.046248,828,2.1,-1.1,-12.1,2
DSC00404,2022/8/6 5:26,120.0792612,29.0469238,828.5,2.6,-1.6,-13.1,2
DSC00405,2022/8/6 5:26,120.0792124,29.0475926,828.2,2.6,-1.3,-12.7,2
DSC00406,2022/8/6 5:26,120.0791701,29.0482538,827.8,1.7,-0.8,-14.6,2
DSC00407,2022/8/6 5:26,120.0791226,29.0489124,827.3,1.9,0.4,-12.1,2
DSC00408,2022/8/6 5:26,120.0790786,29.0495699,826.9,3.1,0.8,-12.1,2
DSC00409,2022/8/6 5:26,120.0790391,29.0502172,826.5,2.5,1.4,-12.5,2
DSC00410,2022/8/6 5:26,120.0789931,29.050861,826.3,3.3,2.2,-10.7,2
DSC00411,2022/8/6 5:26,120.0789456,29.0515078,826.4,2,1.9,-13.9,2
DSC00412,2022/8/6 5:26,120.0788875,29.0521581,826.7,4.6,1.7,-11.2,2
DSC00413,2022/8/6 5:26,120.0788451,29.052815,826.8,1.7,1.6,-11.3,2
DSC00414,2022/8/6 5:26,120.0787983,29.0534817,827.4,2.8,0.1,-11.2,2
DSC00415,2022/8/6 5:26,120.0787565,29.0541481,827.6,3,0.1,-11.3,2
DSC00416,2022/8/6 5:26,120.0787126,29.0548077,827.7,2.7,0.3,-10.6,2
DSC00417,2022/8/6 5:26,120.0786679,29.0554532,827.5,1.9,0.4,-13.6,2
DSC00418,2022/8/6 5:26,120.0786196,29.0560923,827.4,2.9,1,-10.1,2
DSC00419,2022/8/6 5:26,120.078575,29.0567274,827.2,1.7,1.3,-11.6,2
DSC00420,2022/8/6 5:26,120.0785244,29.0573601,827.2,2.8,1.4,-9.6,2
DSC00421,2022/8/6 5:26,120.0784796,29.0579855,827,3.8,2,-10.4,2
DSC00422,2022/8/6 5:27,120.0784324,29.0586138,827,4.2,1.8,-11,2
DSC00423,2022/8/6 5:27,120.0783896,29.0592474,827.2,3.7,1.3,-9.9,2
DSC00424,2022/8/6 5:27,120.07835,29.0598848,827.6,2,0.7,-10.8,2
DSC00425,2022/8/6 5:27,120.078301,29.0605141,827.8,3.6,0.4,-10,2
DSC00426,2022/8/6 5:27,120.0782552,29.0611445,827.8,4.9,0.7,-9.5,2
DSC00427,2022/8/6 5:27,120.0782189,29.0617857,827.8,1.4,0.5,-11,2
DSC00428,2022/8/6 5:27,120.0781699,29.0624176,828.4,3.5,-1.1,-12,2
DSC00429,2022/8/6 5:27,120.0781227,29.0630499,827.9,3.8,1.5,-10.3,2
DSC00430,2022/8/6 5:27,120.0780827,29.0636823,827.7,4.3,0.1,-6.4,2
DSC00431,2022/8/6 5:27,120.0780496,29.0643124,827.6,2,-0.7,-7.9,2
DSC00432,2022/8/6 5:27,120.0779956,29.064948,828.1,7.4,-0.3,-7.5,2
DSC00433,2022/8/6 5:27,120.0779566,29.0656058,827.4,2.7,1.2,-6.1,2
DSC00434,2022/8/6 5:27,120.0779168,29.0662711,827.3,1.5,1.7,-10.6,2
DSC00435,2022/8/6 5:27,120.0778597,29.0669176,826.3,3.9,3.2,-9.4,2
DSC00436,2022/8/6 5:27,120.0778083,29.0675674,826.5,4,2.5,-9.1,2
DSC00437,2022/8/6 5:27,120.0777614,29.0682297,827,2.7,1.3,-9.4,2
DSC00438,2022/8/6 5:27,120.0777163,29.0688848,827.1,2.9,2.3,-11.7,2
DSC00439,2022/8/6 5:27,120.0776636,29.0695336,827.1,3.5,1.3,-11.9,2
DSC00440,2022/8/6 5:27,120.0776092,29.0702087,828.3,-0.2,-1.5,-10.9,2
DSC00441,2022/8/6 5:27,120.077546,29.070893,829.1,6.9,-3.1,-8.6,2
DSC00442,2022/8/6 5:28,120.077514,29.0715825,830.7,0.4,-3.7,-7.4,2
DSC00443,2022/8/6 5:28,120.0774749,29.072222,829.2,1,-1.9,-11.2,2
DSC00444,2022/8/6 5:28,120.0774377,29.0728554,827.3,30.2,0.3,-2.8,2
DSC00445,2022/8/6 5:28,120.0777402,29.0734427,825.4,30.4,3.4,36.6,2
DSC00446,2022/8/6 5:28,120.0784038,29.0737894,825.1,24,3.4,79.9,2
DSC00447,2022/8/6 5:28,120.079184,29.073842,826.3,27.2,7.6,85.5,2
DSC00448,2022/8/6 5:28,120.0799235,29.0736103,826,32.9,2.2,130.2,2
DSC00449,2022/8/6 5:28,120.080345,29.0730576,826.2,26.6,2.8,168.2,2
DSC00450,2022/8/6 5:28,120.0804017,29.0724331,826.6,4.2,4.5,-172.8,2
DSC00451,2022/8/6 5:28,120.0803865,29.071808,827.8,0,1.4,-178.1,2
DSC00452,2022/8/6 5:28,120.0804142,29.0711703,828.3,3.3,1.2,176.4,2
DSC00453,2022/8/6 5:28,120.0804535,29.0705332,828.2,5.1,1.8,-179.5,2
DSC00454,2022/8/6 5:28,120.080477,29.0698864,827.3,-2,2.8,171.2,2
DSC00455,2022/8/6 5:28,120.0805449,29.0692239,827.6,4,1.4,171.6,2
DSC00456,2022/8/6 5:28,120.080613,29.0685617,828.2,4,0.4,170,2
DSC00457,2022/8/6 5:28,120.080671,29.0679216,827.7,3.9,2.1,175.5,2
DSC00458,2022/8/6 5:28,120.0807138,29.0673025,827,2.7,2.8,172.7,2
DSC00459,2022/8/6 5:28,120.0807577,29.066672,827,1.8,3.2,170.1,2
DSC00460,2022/8/6 5:28,120.0808047,29.0660355,827.6,2.7,0.3,169.8,2
DSC00461,2022/8/6 5:28,120.0808512,29.06537,829.5,3,-3.3,168.8,2
DSC00462,2022/8/6 5:29,120.0809101,29.0646942,828.7,3.4,0.2,169.5,2
DSC00463,2022/8/6 5:29,120.0809678,29.0640197,828.2,4,-0.4,169.3,2
DSC00464,2022/8/6 5:29,120.0810192,29.0633514,827.8,1.9,0.9,172.4,2
DSC00465,2022/8/6 5:29,120.0810688,29.0626879,827.1,2.1,1.7,170.4,2
DSC00466,2022/8/6 5:29,120.0811335,29.062004,827.6,3.6,0.1,169.5,2
DSC00467,2022/8/6 5:29,120.0811872,29.0613044,828.1,3.4,-0.3,175.7,2
DSC00468,2022/8/6 5:29,120.0812259,29.0606049,828.9,0.9,-2.4,175.2,2
DSC00469,2022/8/6 5:29,120.081272,29.0599047,828.8,2,-2.3,171,2
DSC00470,2022/8/6 5:29,120.0813334,29.0592244,827.9,2.9,0.3,174.9,2
DSC00471,2022/8/6 5:29,120.0813886,29.058571,827.4,2.4,0.9,175.1,2
DSC00472,2022/8/6 5:29,120.0814404,29.0579336,827.2,3,0.6,172.3,2
DSC00473,2022/8/6 5:29,120.0814936,29.0572885,827.6,3.6,-0.4,171.8,2
DSC00474,2022/8/6 5:29,120.0815498,29.0566339,827.3,1.8,0.7,170.2,2
DSC00475,2022/8/6 5:29,120.081606,29.0559704,827.5,2.6,0.1,172,2
DSC00476,2022/8/6 5:29,120.0816543,29.0553145,827.8,1.9,-0.7,172.5,2
DSC00477,2022/8/6 5:29,120.0817094,29.0546623,828,3.7,-0.9,173.2,2
DSC00478,2022/8/6 5:29,120.0817575,29.054011,827.7,1.9,0.1,174.9,2
DSC00479,2022/8/6 5:29,120.0818095,29.0533714,827.1,3,1.1,174.6,2
DSC00480,2022/8/6 5:29,120.081862,29.0527387,827.3,3.2,0,174.1,2
DSC00481,2022/8/6 5:29,120.0819185,29.0521095,826.8,5.1,2.2,170.8,2
DSC00482,2022/8/6 5:30,120.0819643,29.0514842,826.3,2.5,3,174.3,2
DSC00483,2022/8/6 5:30,120.0820117,29.0508513,827,2.9,0.7,169.8,2
DSC00484,2022/8/6 5:30,120.0820609,29.0502199,827.2,2.8,1.1,172,2
DSC00485,2022/8/6 5:30,120.0821074,29.0495945,827.3,3.2,-0.4,172.5,2
DSC00486,2022/8/6 5:30,120.0821601,29.0489615,827.4,3.9,1,172.9,2
DSC00487,2022/8/6 5:30,120.0822107,29.0483141,827.1,3.8,1.2,171,2
DSC00488,2022/8/6 5:30,120.0822576,29.0476648,827.7,2,-0.6,170.3,2
DSC00489,2022/8/6 5:30,120.0823103,29.0470091,827.8,3,-0.3,171.1,2
DSC00490,2022/8/6 5:30,120.0823555,29.0463687,827.9,2.3,-1.3,175.3,2
DSC00491,2022/8/6 5:30,120.0824084,29.0457333,828.6,2.9,-2.9,175.3,2
DSC00492,2022/8/6 5:30,120.0824426,29.0450858,828.9,-0.3,-0.6,175.5,2
DSC00493,2022/8/6 5:30,120.0824937,29.0444509,827.7,2,0.1,171,2
DSC00494,2022/8/6 5:30,120.082561,29.0438223,827.4,4.2,0.5,174,2
DSC00495,2022/8/6 5:30,120.0826226,29.043205,827.4,5.5,1.2,172.1,2
DSC00496,2022/8/6 5:30,120.0826585,29.0425805,829.1,0.4,-2.8,176.4,2
DSC00497,2022/8/6 5:30,120.0826904,29.0419235,830.3,-0.9,-4.6,167.9,2
DSC00498,2022/8/6 5:30,120.0827673,29.041272,828.4,5.8,-1.8,176.3,2
DSC00499,2022/8/6 5:30,120.0828039,29.0406294,827.5,1.3,0.8,173.2,2
DSC00500,2022/8/6 5:30,120.08286,29.0399893,826.9,3,1.6,171,2
DSC00501,2022/8/6 5:30,120.0829203,29.039358,826.4,2.1,2.4,170.5,2
DSC00502,2022/8/6 5:31,120.0829761,29.0387333,826.8,3.9,0.6,170.5,2
DSC00503,2022/8/6 5:31,120.0830219,29.0380991,826.8,2.1,1.9,172.3,2
DSC00504,2022/8/6 5:31,120.0830771,29.0374645,827.1,4.2,1.1,173,2
DSC00505,2022/8/6 5:31,120.0831267,29.0368318,827.3,1.9,1.6,173.9,2
DSC00506,2022/8/6 5:31,120.0831781,29.0361918,827,2.2,1.4,173,2
DSC00507,2022/8/6 5:31,120.0832323,29.0355464,826.7,2.8,3.1,174.3,2
DSC00508,2022/8/6 5:31,120.0832898,29.0349214,825.9,4.8,4.2,171.7,2
DSC00509,2022/8/6 5:31,120.0833463,29.0342779,827.1,3.4,-0.6,170.6,2
DSC00510,2022/8/6 5:31,120.0833974,29.0336081,828.3,4.1,-0.9,173.1,2
DSC00511,2022/8/6 5:31,120.0834351,29.0329313,828.2,1.6,0,174.5,2
DSC00512,2022/8/6 5:31,120.0834843,29.0322573,828.2,2.3,0,173.4,2
DSC00513,2022/8/6 5:31,120.0835556,29.0315836,829.1,4.3,-1.7,172.3,2
DSC00514,2022/8/6 5:31,120.0836283,29.0309006,830.9,8.4,-7.8,167.1,2
DSC00515,2022/8/6 5:31,120.0836822,29.0301662,834.1,2,-9.5,173.1,2
DSC00516,2022/8/6 5:31,120.0837266,29.0294207,834.7,1.4,-9.1,174.9,2
DSC00517,2022/8/6 5:31,120.0837963,29.0286763,833.7,-28,-8.6,177.1,2
DSC00518,2022/8/6 5:31,120.0842052,29.0280184,831.4,-31.2,-7.9,130.6,2
DSC00519,2022/8/6 5:31,120.0849707,29.0277087,829.5,-25.1,-6,89.3,2
DSC00520,2022/8/6 5:31,120.0857695,29.0277597,827.1,-30,1.4,76.2,2
DSC00521,2022/8/6 5:31,120.0863501,29.0281528,824.8,-28.1,0.9,17.4,2
DSC00522,2022/8/6 5:32,120.0864895,29.0287626,826.5,-3.6,1,-15.4,2
DSC00523,2022/8/6 5:32,120.0864532,29.0293977,829.1,1.9,-2.6,-13,2
DSC00524,2022/8/6 5:32,120.0864062,29.0300617,830,1.7,-3.8,-15,2
DSC00525,2022/8/6 5:32,120.0863466,29.0307293,830.5,1.4,-3.6,-16.2,2
