id,time,lon,lat,GPS_Alt,roll,pitch,yaw,RTK
DSC00526,2022/8/6 5:32,120.0862975,29.031362,828.8,-3.9,-1,-16.5,2
DSC00527,2022/8/6 5:32,120.0862228,29.0319839,827.6,6.9,1.4,-13,2
DSC00528,2022/8/6 5:32,120.0861811,29.0326327,827.7,2.9,0.1,-10.6,2
DSC00529,2022/8/6 5:32,120.0861406,29.0332891,827.9,0.8,-0.1,-15.5,2
DSC00530,2022/8/6 5:32,120.0860779,29.0339353,827.5,4.4,0.9,-10.4,2
DSC00531,2022/8/6 5:32,120.0860238,29.0345881,827.8,2.9,-0.1,-10.4,2
DSC00532,2022/8/6 5:32,120.0859698,29.035232,828.1,2.7,-0.4,-11,2
DSC00533,2022/8/6 5:32,120.0859251,29.0358572,827.2,4,1.3,-12.7,2
DSC00534,2022/8/6 5:32,120.0858778,29.0364893,826.6,2.2,2.3,-13.2,2
DSC00535,2022/8/6 5:32,120.0858178,29.0371394,826.8,2.9,1.5,-12.4,2
DSC00536,2022/8/6 5:32,120.0857568,29.0377934,826.8,4.1,1.8,-13.9,2
DSC00537,2022/8/6 5:32,120.0857046,29.0384524,827.1,4,1.5,-13.3,2
DSC00538,2022/8/6 5:32,120.0856651,29.0391198,826.7,-0.7,2.3,-12.4,2
DSC00539,2022/8/6 5:32,120.0856112,29.0397868,827.2,2.9,1,-13.9,2
DSC00540,2022/8/6 5:32,120.0855539,29.0404632,827.6,3.4,0.5,-12.6,2
DSC00541,2022/8/6 5:32,120.0855011,29.0411432,827.6,1.7,-0.3,-12.6,2
DSC00542,2022/8/6 5:33,120.0854469,29.0418264,827.6,0.2,0,-11,2
DSC00543,2022/8/6 5:33,120.085382,29.0424966,828.3,8,-1,-21.2,2
DSC00544,2022/8/6 5:33,120.0853298,29.0431919,829.6,4.7,-4.3,-10.3,2
DSC00545,2022/8/6 5:33,120.0853025,29.0439105,830.3,2.9,-5.4,-12.1,2
DSC00546,2022/8/6 5:33,120.0852631,29.0446274,829.6,3.1,-4.5,-12.6,2
DSC00547,2022/8/6 5:33,120.0851983,29.0453378,829.2,4.3,-3.6,-18.4,2
DSC00548,2022/8/6 5:33,120.085137,29.045999,826.8,4.5,1.3,-14.8,2
DSC00549,2022/8/6 5:33,120.0851046,29.0466591,827,0,-2,-8.8,2
DSC00550,2022/8/6 5:33,120.0850624,29.0473198,827.4,1.5,1.3,-13.6,2
DSC00551,2022/8/6 5:33,120.0850055,29.0479723,827.3,0.3,-0.7,-13.1,2
DSC00552,2022/8/6 5:33,120.0849467,29.0486034,827.1,2.7,0,-16.1,2
DSC00553,2022/8/6 5:33,120.0848773,29.0492735,826.3,4.8,2.4,-16.7,2
DSC00554,2022/8/6 5:33,120.0848148,29.0499585,826.5,2.4,1.3,-14.1,2
DSC00555,2022/8/6 5:33,120.0847638,29.0506402,826.5,2.9,1.1,-14.3,2
DSC00556,2022/8/6 5:33,120.0847211,29.0513158,826.6,2.1,1,-14.4,2
DSC00557,2022/8/6 5:33,120.0846717,29.0519877,826.8,0.8,2.2,-18.3,2
DSC00558,2022/8/6 5:33,120.0846012,29.052657,826.6,4.3,0.5,-19,2
DSC00559,2022/8/6 5:33,120.0845423,29.0533366,827.5,3.5,0.2,-12.9,2
DSC00560,2022/8/6 5:33,120.0845138,29.0540061,826.6,0.7,1.7,-14,2
DSC00561,2022/8/6 5:33,120.084478,29.0546531,826.4,1.1,2,-16.8,2
DSC00562,2022/8/6 5:34,120.0844236,29.0552811,826.1,2.3,3,-15.9,2
DSC00563,2022/8/6 5:34,120.0843673,29.0559088,826.1,1.8,2.8,-19.5,2
DSC00564,2022/8/6 5:34,120.0843106,29.0565243,826.1,5.2,3.4,-10,2
DSC00565,2022/8/6 5:34,120.0842911,29.057161,826.9,-1.8,0.8,-8.9,2
DSC00566,2022/8/6 5:34,120.0842277,29.0578303,828,1.9,0,-12.8,2
DSC00567,2022/8/6 5:34,120.0841577,29.0585108,829,2.8,-2.1,-9.8,2
DSC00568,2022/8/6 5:34,120.0840956,29.0592051,828.8,3.9,0.5,-10.6,2
DSC00569,2022/8/6 5:34,120.0840418,29.0598821,828,3.2,0.3,-13.8,2
DSC00570,2022/8/6 5:34,120.0840069,29.0605467,828,1.4,-1.1,-13.4,2
DSC00571,2022/8/6 5:34,120.083965,29.0612129,828,-0.7,-1.2,-13.7,2
DSC00572,2022/8/6 5:34,120.0838891,29.0618894,828.6,5.9,-1.4,-11.1,2
DSC00573,2022/8/6 5:34,120.0838375,29.0625559,828.6,3.2,-2,-11.5,2
DSC00574,2022/8/6 5:34,120.0837905,29.0632093,827.9,3.6,0.5,-11.2,2
DSC00575,2022/8/6 5:34,120.0837415,29.0638556,827.8,4.8,-0.7,-11.4,2
DSC00576,2022/8/6 5:34,120.0836978,29.0645134,827.8,1.7,-0.3,-8.5,2
DSC00577,2022/8/6 5:34,120.0836553,29.0651826,828.3,0,-2,-10.4,2
DSC00578,2022/8/6 5:34,120.0835968,29.065858,828.8,2.2,-3.3,-11,2
DSC00579,2022/8/6 5:34,120.0835388,29.0665522,829.2,2.4,-3.6,-10.3,2
DSC00580,2022/8/6 5:34,120.0834905,29.067244,829.3,0.3,-4.6,-12.4,2
DSC00581,2022/8/6 5:34,120.0834296,29.0679422,829.3,3.7,-4.7,-10.1,2
DSC00582,2022/8/6 5:35,120.0833886,29.0686174,828.9,-0.9,-1.9,-12.5,2
DSC00583,2022/8/6 5:35,120.0833329,29.0692818,826.9,4.3,2.1,-10.9,2
DSC00584,2022/8/6 5:35,120.0832913,29.0699229,826.2,1.1,2.2,-11.1,2
DSC00585,2022/8/6 5:35,120.0832403,29.0705592,826.1,3.6,2.1,-14.5,2
DSC00586,2022/8/6 5:35,120.083185,29.0712005,826.2,2.4,1.8,-11.1,2
DSC00587,2022/8/6 5:35,120.0831305,29.0718451,826.8,2.8,1.1,-12.5,2
DSC00588,2022/8/6 5:35,120.0830698,29.0724854,826.8,5.4,2,-13,2
DSC00589,2022/8/6 5:39,120.0789959,29.020309,830.5,2.7,-5.2,176.3,2
DSC00590,2022/8/6 5:39,120.078967,29.0196899,829.5,6,-2.7,170.8,2
DSC00591,2022/8/6 5:39,120.0788827,29.0190592,828.6,12.5,-2.6,-172.9,2
DSC00592,2022/8/6 5:39,120.0786545,29.0184338,830.3,6,-6.4,-164.3,2
DSC00593,2022/8/6 5:39,120.078374,29.0178391,831.1,5,-7.8,-157.2,2
DSC00594,2022/8/6 5:39,120.078063,29.0172502,831.5,3.5,-8.7,-155.5,2
